node_pair,network_relation,eyes,bands,city,contrast
L-ITG→L-IFG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.06830724002591944
L-ITG→R-IFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.03954959947748149
L-ITG→L-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.029341864383905472
L-ITG→R-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.09387844691556328
L-ITG→L-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.04235516507163823
L-ITG→R-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.01875901875901876
L-ITG→L-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.15491809885562
L-ITG→R-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.07078918914927743
L-ITG→L-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.14488617272348142
L-ITG→R-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.0698957952161136
L-ITG→L-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.08040302522073697
L-ITG→R-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.06215163544712009
L-ITG→L-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.06781509486880319
L-ITG→R-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0943685372373358
L-ITG→R-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.035271531435877766
L-ITG→L-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.13246735791861158
L-ITG→R-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.06381855503499441
R-ITG→L-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.01016190897537874
R-ITG→R-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.05509056562075909
R-ITG→L-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.04139604934956612
R-ITG→R-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.004059967407253808
R-ITG→L-IFG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.040401634782758336
R-ITG→R-IFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.031208553616231507
R-ITG→L-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.021909164199010258
R-ITG→R-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.024448843313352193
R-ITG→L-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0644971402879735
R-ITG→R-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.005387499393199244
R-ITG→L-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.22989425944207292
R-ITG→R-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.005519473246608816
R-ITG→L-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.12327678305508312
R-ITG→R-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.21928205531400186
R-ITG→L-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.05195473819492491
R-ITG→R-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.13732734896477974
R-ITG→L-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.02528920628243282
R-ITG→R-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.012612698873825936
R-ITG→L-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.06631280098514554
R-ITG→L-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.0382746568210473
R-ITG→R-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.03110197515440409
L-SUP→L-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.19415257925309093
L-SUP→R-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.027655830218422783
L-SUP→L-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08341370071614278
L-SUP→R-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.06388292679325035
L-SUP→L-IFG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0033720212918189434
L-SUP→R-IFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.16045088810046357
L-SUP→L-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08893705691717317
L-SUP→R-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.1092577582628568
L-SUP→L-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08852462791749714
L-SUP→R-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.08591762345488783
L-SUP→L-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.10788640307312672
L-SUP→R-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07113336282765118
L-SUP→L-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.05515055900365691
L-SUP→R-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.011257252006190382
L-SUP→L-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.12842712842712845
L-SUP→R-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.09957393847757318
L-SUP→L-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.010067170776086197
L-SUP→R-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08190987997812095
L-SUP→L-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07412338982189272
L-SUP→R-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.1325324850727014
L-SUP→R-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.13192596877085488
R-SUP→L-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.13277193633717227
R-SUP→R-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.03060586978931061
R-SUP→L-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.019805758459136194
R-SUP→R-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.05105512753113155
R-SUP→L-IFG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0663911386391411
R-SUP→R-IFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.25880205876202356
R-SUP→L-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.03446581832455553
R-SUP→R-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.09681236725323729
R-SUP→L-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.057043668031523886
R-SUP→R-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.11038946493217634
R-SUP→L-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08736421880374237
R-SUP→R-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.09358774002076604
R-SUP→L-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.02732517782080539
R-SUP→R-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.10788165639307641
R-SUP→L-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.10160632404903049
R-SUP→R-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.09901899049482844
R-SUP→L-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.1791373195016535
R-SUP→R-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.04346585181704443
R-SUP→L-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.056575023896073384
R-SUP→R-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0514262538252149
R-SUP→L-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.08393635996285878
L-ACC→R-ACC,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.1016190897537874
L-ACC→L-INS,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.07707629711178807
L-ACC→R-INS,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.09418611620801426
L-ACC→L-IFG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.0006766612345423013
L-ACC→R-IFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.11013987884151633
L-ACC→L-mPFC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.07991402347646474
L-ACC→R-mPFC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.08077464588438195
L-ACC→L-aSTG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.1491774502586647
L-ACC→R-aSTG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.023404488662413993
L-ACC→L-PREC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.06029399325391386
L-ACC→R-PREC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.08712387884531296
L-ACC→L-ANG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.06487001560890869
L-ACC→R-ANG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.17391361226671942
L-ACC→L-SFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.09496110739537214
L-ACC→R-SFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.08129527180302992
L-ACC→L-pSTG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.21801919324104824
L-ACC→R-pSTG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.08224915740284179
L-ACC→L-ITG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.05941727537740859
L-ACC→R-ITG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.12042552139988376
L-ACC→L-SUP,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.06628023333953713
L-ACC→R-SUP,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.14567755213463673
R-ACC→L-ACC,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.13171398576082427
R-ACC→L-INS,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.1172006835160348
R-ACC→R-INS,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.14644836736634234
R-ACC→L-IFG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.1334260981284422
R-ACC→R-IFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.05697666443722329
R-ACC→L-mPFC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.04533630271433419
R-ACC→R-mPFC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.0813336821345531
R-ACC→L-aSTG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.046647865887014237
R-ACC→R-aSTG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.020570974423729006
R-ACC→L-PREC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.05608852289533738
R-ACC→R-PREC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.1518477456946684
R-ACC→L-ANG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.11090745423563263
R-ACC→R-ANG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.05657460077774037
R-ACC→L-SFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.13013389141528495
R-ACC→R-SFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.012776585358650071
R-ACC→L-pSTG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.04715695679992731
R-ACC→R-pSTG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.07504259665353981
R-ACC→L-ITG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.09640844831361715
R-ACC→R-ITG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.21453088427826558
R-ACC→L-SUP,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.28235840122851225
R-ACC→R-SUP,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.004225456891223991
L-INS→L-ACC,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.019520083712292743
L-INS→R-ACC,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.07307941333056854
L-INS→R-INS,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.07793210729238738
L-INS→L-IFG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.08954882589490656
L-INS→R-IFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.022767827142261367
L-INS→L-mPFC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.02260059470804367
L-INS→R-mPFC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.07190836268632997
L-INS→L-aSTG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.16211380072107776
L-INS→R-aSTG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.08446594196753479
L-INS→L-PREC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.0240131318772964
L-INS→R-PREC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.10289306976015897
L-INS→L-ANG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.031890949336081484
L-INS→R-ANG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.18831611646834645
L-INS→L-SFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.04514018544316651
L-INS→R-SFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.0007178841537565801
L-INS→L-pSTG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.0
L-INS→R-pSTG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.018900827129288342
L-INS→L-ITG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.1079695084280662
L-INS→R-ITG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.026389788147149755
L-INS→L-SUP,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.11422763618090442
L-INS→R-SUP,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.06910098103257543
R-INS→L-ACC,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.26633976703403284
R-INS→R-ACC,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.12820681403888182
R-INS→L-INS,SN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.04014184046662792
R-INS→L-IFG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.0514262538252149
R-INS→R-IFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.015391363023266404
R-INS→L-mPFC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.03271483245162531
R-INS→R-mPFC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.01975416444173056
R-INS→L-aSTG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.016922612767541395
R-INS→R-aSTG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.15679162578705297
R-INS→L-PREC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.045300702942284214
R-INS→R-PREC,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.016598367734530713
R-INS→L-ANG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.026972347568612408
R-INS→R-ANG,SN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.07411677578571337
R-INS→L-SFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.028419771850776654
R-INS→R-SFG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.08969144025739326
R-INS→L-pSTG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.013662588910402696
R-INS→R-pSTG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.009730800609508811
R-INS→L-ITG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.0006915986556054464
R-INS→R-ITG,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.028250788976617203
R-INS→L-SUP,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.07157364027840672
R-INS→R-SUP,SN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.058404379110703626
L-IFG→L-ACC,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.15266943831102836
L-IFG→R-ACC,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.018269853332642135
L-IFG→L-INS,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.07260279955235571
L-IFG→R-INS,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.004929699706427991
L-IFG→R-IFG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.13859259435727847
L-IFG→L-mPFC,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.011038946493217633
L-IFG→R-mPFC,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.09099442466877654
L-IFG→L-aSTG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.1404079205745632
L-IFG→R-aSTG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.09038137441321938
L-IFG→L-PREC,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.10563071178205971
L-IFG→R-PREC,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.011505338029812797
L-IFG→L-ANG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.08397029364171309
L-IFG→R-ANG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.03388833412466687
L-IFG→L-SFG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.22651134246193944
L-IFG→R-SFG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.13662310614957573
L-IFG→L-pSTG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.09107130856904547
L-IFG→R-pSTG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.2715046601029853
L-IFG→L-ITG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.043568355817724516
L-IFG→R-ITG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.024927166744074
L-IFG→L-SUP,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.10617957483188917
L-IFG→R-SUP,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.139373855823551
R-IFG→L-ACC,CEN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.05406690006777179
R-IFG→R-ACC,CEN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.13916118647394538
R-IFG→L-INS,CEN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.09366429442213181
R-IFG→R-INS,CEN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.11920774352291852
R-IFG→L-IFG,CEN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.04619834903235048
R-IFG→L-mPFC,CEN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.04815342018161866
R-IFG→R-mPFC,CEN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.10694050973441471
R-IFG→L-aSTG,CEN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.039735914507639504
R-IFG→R-aSTG,CEN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.11976903851398735
R-IFG→L-PREC,CEN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.14954213283384862
R-IFG→R-PREC,CEN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.00631488224183208
R-IFG→L-ANG,CEN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.0025518633411698425
R-IFG→R-ANG,CEN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.09906550219293396
R-IFG→L-SFG,CEN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.002655305026068618
R-IFG→R-SFG,CEN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.027066449381692056
R-IFG→L-pSTG,CEN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.04246406484542905
R-IFG→R-pSTG,CEN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.0471264565463731
R-IFG→L-ITG,CEN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.10739237963622086
R-IFG→R-ITG,CEN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.1434521817229679
R-IFG→L-SUP,CEN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.0024171918246094727
R-IFG→R-SUP,CEN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.04415578597287053
L-mPFC→L-ACC,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.047849370837684896
L-mPFC→R-ACC,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.057167919800703786
L-mPFC→L-INS,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.08430053229547359
L-mPFC→R-INS,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.007909919895496298
L-mPFC→L-IFG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.08053736620868958
L-mPFC→R-IFG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.10418005752974142
L-mPFC→R-mPFC,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.20800711526769633
L-mPFC→L-aSTG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.09770844051905815
L-mPFC→R-aSTG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.07505041830736639
L-mPFC→L-PREC,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.17958191787701966
L-mPFC→R-PREC,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.06545213002490943
L-mPFC→L-ANG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.1307121459094294
L-mPFC→R-ANG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.13701610541751477
L-mPFC→L-SFG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.08032297703857569
L-mPFC→R-SFG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.025743502737626142
L-mPFC→L-pSTG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.06733605797126388
L-mPFC→R-pSTG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.03392467862417989
L-mPFC→L-ITG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.09479126520335474
L-mPFC→R-ITG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.08077464588438195
L-mPFC→L-SUP,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.039967665254276204
L-mPFC→R-SUP,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.14054744834064656
R-mPFC→L-ACC,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.0052112674764117385
R-mPFC→R-ACC,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.026056337382058696
R-mPFC→L-INS,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.11792408045556256
R-mPFC→R-INS,DMN→SN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.03955104073907643
R-mPFC→L-IFG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.03948609645759659
R-mPFC→R-IFG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.030075410993503113
R-mPFC→L-mPFC,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.09825658650809034
R-mPFC→L-aSTG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.060032829693241
R-mPFC→R-aSTG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.06839555993547981
R-mPFC→L-PREC,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.006895149270585166
R-mPFC→R-PREC,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.029351615013115027
R-mPFC→L-ANG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.07822327734684299
R-mPFC→R-ANG,DMN→DMN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.0913492666632107
R-mPFC→L-SFG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.09427048115976945
R-mPFC→R-SFG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.09056031069271606
R-mPFC→L-pSTG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.012676370673671977
R-mPFC→R-pSTG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.007756197518456474
R-mPFC→L-ITG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",0.043011640784167714
R-mPFC→R-ITG,DMN→CEN,eyes closed,gamma,"merged(Kraków,Warszawa)",-0.17887767506181565
