node_pair,network_relation,eyes,bands,city,contrast
R-SFG→L-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",-0.053106100521372365
R-SFG→R-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.3281560259223555
R-SFG→L-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.14852112307773455
R-SFG→R-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",-0.049454623680176536
R-SFG→L-IFG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.07382295467339292
R-SFG→R-IFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.07557073855502103
R-SFG→L-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.06571367804078253
R-SFG→R-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.11407348699606255
R-SFG→L-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.09405850918097257
R-SFG→R-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.010067170776086197
R-SFG→L-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.006261475620165427
R-SFG→R-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.09079313581571381
R-SFG→L-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.02303366034419181
R-SFG→R-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.17098977090835177
R-SFG→L-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.011909803285556197
R-SFG→L-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.16780292863650328
R-SFG→R-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.09150797621735862
R-SFG→L-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.04173399502150475
R-SFG→R-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.17990813437450506
R-SFG→L-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.08855704911536434
R-SFG→R-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.06015756240903193
L-pSTG→L-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.012085959123047364
L-pSTG→R-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.09325788559331115
L-pSTG→L-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.15005916185177104
L-pSTG→R-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.15879045384807033
L-pSTG→L-IFG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.004588314677411236
L-pSTG→R-IFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.02654651635481739
L-pSTG→L-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.08862867103840133
L-pSTG→R-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.04414471276807175
L-pSTG→L-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.07572671547752996
L-pSTG→R-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.22621714660861142
L-pSTG→L-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.02235619974583323
L-pSTG→R-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.14869371095517098
L-pSTG→L-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.17571977620700938
L-pSTG→R-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.12337662337662338
L-pSTG→L-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.11463026370888535
L-pSTG→R-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.08341370071614278
L-pSTG→R-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.0652920616359042
L-pSTG→L-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.045334952923343566
L-pSTG→R-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.10986187917182379
L-pSTG→L-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.029738742191034194
L-pSTG→R-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.01397915904322272
R-pSTG→L-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.21630909256355152
R-pSTG→R-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.08653903779116448
R-pSTG→L-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.17082486793454527
R-pSTG→R-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",-0.03883051585061819
R-pSTG→L-IFG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.013764944032233708
R-pSTG→R-IFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.015931830156411707
R-pSTG→L-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.08529234009693426
R-pSTG→R-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.10677784282552258
R-pSTG→L-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.0579140239393619
R-pSTG→R-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.15303555379734662
R-pSTG→L-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.24427110129764537
R-pSTG→R-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.08937848022139701
R-pSTG→L-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.21845987531362057
R-pSTG→R-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.15606209249571787
R-pSTG→L-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.07685686631925051
R-pSTG→R-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.03450789794499593
R-pSTG→L-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.015181671604374444
R-pSTG→L-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.003383837434176061
R-pSTG→R-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.10783135161085261
R-pSTG→L-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.015931830156411707
R-pSTG→R-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.11935860895791565
L-ITG→L-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.08907425173319604
L-ITG→R-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.10094162915542881
L-ITG→L-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",-0.1174474867717435
L-ITG→R-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",-0.04345916177180723
L-ITG→L-IFG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.08397029364171309
L-ITG→R-IFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.027851037851624922
L-ITG→L-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.01894464672549624
L-ITG→R-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.0084119102419206
L-ITG→L-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.07686619527707314
L-ITG→R-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.052180869050928246
L-ITG→L-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.01962317580172674
L-ITG→R-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.10083056773993417
L-ITG→L-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.11097244246493743
L-ITG→R-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.002029983703626904
L-ITG→L-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.026553050260686183
L-ITG→R-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.09166717593016979
L-ITG→L-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.12264835433879298
L-ITG→R-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.1594547466804074
L-ITG→R-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.04653718511073884
L-ITG→L-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.05961653265555528
L-ITG→R-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.03042584525974313
R-ITG→L-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.04757252377420247
R-ITG→R-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.18880297840994367
R-ITG→L-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.2430478926679512
R-ITG→R-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",-0.051409725509891896
R-ITG→L-IFG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.06368129624570677
R-ITG→R-IFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.13495853757228693
R-ITG→L-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.21124230038065464
R-ITG→R-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.1434521817229679
R-ITG→L-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.023748579292826633
R-ITG→R-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.09067260542866838
R-ITG→L-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.33957493990227416
R-ITG→R-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.03352426172007557
R-ITG→L-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.06182039035001395
R-ITG→R-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.26393061830076087
R-ITG→L-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.20933532489280207
R-ITG→R-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.045719696649466436
R-ITG→L-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.022329820739895943
R-ITG→R-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.028544529030237645
R-ITG→L-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.007165492780066141
R-ITG→L-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.08400511419646425
R-ITG→R-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.15090183247919137
L-SUP→L-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.03878098759228237
L-SUP→R-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.060681602888767845
L-SUP→L-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",-0.025887010567078792
L-SUP→R-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.05231054998147063
L-SUP→L-IFG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.0714578779996788
L-SUP→R-IFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.06635950224667271
L-SUP→L-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.02522539774765187
L-SUP→R-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.06134478980558498
L-SUP→L-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.11051036717939822
L-SUP→R-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.09092313214967912
L-SUP→L-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.18711993169218216
L-SUP→R-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.044245523081196884
L-SUP→L-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.04080432068072134
L-SUP→R-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.12310456069776947
L-SUP→L-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.10483383310799377
L-SUP→R-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.07124518583348587
L-SUP→L-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.09589748919894654
L-SUP→R-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.2523946404842784
L-SUP→L-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.06839555993547981
L-SUP→R-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.07210303085451718
L-SUP→R-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.04742224188510079
R-SUP→L-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",-0.007981967076208468
R-SUP→R-ACC,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",-0.07722082463585582
R-SUP→L-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",0.015444164927171166
R-SUP→R-INS,CEN→SN,eyes open,delta,"merged(Kraków,Warszawa)",-0.079055165841533
R-SUP→L-IFG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.13862658669275982
R-SUP→R-IFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.014367540737175243
R-SUP→L-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.027279736306306906
R-SUP→R-mPFC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.030588764516074906
R-SUP→L-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.10429707616860817
R-SUP→R-aSTG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.010576632979713372
R-SUP→L-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.1524286346306811
R-SUP→R-PREC,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",-0.0783860777409072
R-SUP→L-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.05208180928143221
R-SUP→R-ANG,CEN→DMN,eyes open,delta,"merged(Kraków,Warszawa)",0.11300297354021835
R-SUP→L-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.03811143222375489
R-SUP→R-SFG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.027550492728727873
R-SUP→L-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.0216035445115308
R-SUP→R-pSTG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.051114621751820896
R-SUP→L-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.2644305257741165
R-SUP→R-ITG,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",-0.11367908740310662
R-SUP→L-SUP,CEN→CEN,eyes open,delta,"merged(Kraków,Warszawa)",0.026256615637091283
L-ACC→R-ACC,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.08874071360890344
L-ACC→L-INS,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.09158748968438714
L-ACC→R-INS,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.11549582169345578
L-ACC→L-IFG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.01997653912339325
L-ACC→R-IFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.025443508968134916
L-ACC→L-mPFC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.07434854072992131
L-ACC→R-mPFC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.03902038231155292
L-ACC→L-aSTG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.09613221312915705
L-ACC→R-aSTG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.09668109668109669
L-ACC→L-PREC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.16518402495739706
L-ACC→R-PREC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.1108853027243972
L-ACC→L-ANG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.0026145622637585727
L-ACC→R-ANG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.010654154199143066
L-ACC→L-SFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.06142951168339512
L-ACC→R-SFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.16698275123428116
L-ACC→L-pSTG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.18113741167360442
L-ACC→R-pSTG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.09785964987744199
L-ACC→L-ITG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.07914744747718333
L-ACC→R-ITG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.11419588451735045
L-ACC→L-SUP,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.07410646168966223
L-ACC→R-SUP,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.13862244198564594
R-ACC→L-ACC,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.07459297847269407
R-ACC→L-INS,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.059829069987984186
R-ACC→R-INS,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.11164910369947972
R-ACC→L-IFG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.011323621005985787
R-ACC→R-IFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.19134476018905125
R-ACC→L-mPFC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.057264534933566466
R-ACC→R-mPFC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.06493260004484432
R-ACC→L-aSTG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.01695047338597032
R-ACC→R-aSTG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.002557553121569403
R-ACC→L-PREC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.003908450607308804
R-ACC→R-PREC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.10101010101010101
R-ACC→L-ANG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.025861573326915438
R-ACC→R-ANG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.006356417261637282
R-ACC→L-SFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.036356241608539966
R-ACC→R-SFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.024844764887793316
R-ACC→L-pSTG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",0.00033236222325432
R-ACC→R-pSTG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.14291678057409257
R-ACC→L-ITG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.10986187917182379
R-ACC→R-ITG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.2029983703626904
R-ACC→L-SUP,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.10142633438808474
R-ACC→R-SUP,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.12129316833449351
L-INS→L-ACC,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.04606732068838362
L-INS→R-ACC,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.028185443964728232
L-INS→R-INS,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.03349537242673127
L-INS→L-IFG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.024719400461922763
L-INS→R-IFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.07426056153886727
L-INS→L-mPFC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.010786254402949497
L-INS→R-mPFC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.0832355796808052
L-INS→L-aSTG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.21620254426762758
L-INS→R-aSTG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.007176374324345746
L-INS→L-PREC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.013467211594252779
L-INS→R-PREC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.12753121358697925
L-INS→L-ANG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.013570616738758076
L-INS→R-ANG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.06980655024590861
L-INS→L-SFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.03992301283799578
L-INS→R-SFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.09181760936793182
L-INS→L-pSTG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.18198001308131317
L-INS→R-pSTG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.02301797809412463
L-INS→L-ITG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.12330638482735273
L-INS→R-ITG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.11964656741974225
L-INS→L-SUP,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.1179468536326029
L-INS→R-SUP,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.09687686556527732
R-INS→L-ACC,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.04246406484542905
R-INS→R-ACC,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.027098423934343308
R-INS→L-INS,SN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.13327725152498235
R-INS→L-IFG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.09801013227867725
R-INS→R-IFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.11361521304440138
R-INS→L-mPFC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.10343007195326678
R-INS→R-mPFC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.16823171457745933
R-INS→L-aSTG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.02060086595843348
R-INS→R-aSTG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.044379736943719085
R-INS→L-PREC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.1748083992799056
R-INS→R-PREC,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.012892085901820173
R-INS→L-ANG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.0024249923832469827
R-INS→R-ANG,SN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.07800537020786681
R-INS→L-SFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.017532131736463192
R-INS→R-SFG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.07802138404057878
R-INS→L-pSTG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.03564683657813823
R-INS→R-pSTG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.03793779350808063
R-INS→L-ITG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.02350324221774727
R-INS→R-ITG,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.1257218278684332
R-INS→L-SUP,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",0.010155335552037265
R-INS→R-SUP,SN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",0.03955104073907643
L-IFG→L-ACC,DMN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.0006943997956872411
L-IFG→R-ACC,DMN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.04690140728770564
L-IFG→L-INS,DMN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.10634081953348697
L-IFG→R-INS,DMN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.1590909361044125
L-IFG→R-IFG,DMN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.056169215729980085
L-IFG→L-mPFC,DMN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.1819605938520687
L-IFG→R-mPFC,DMN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.07278732689269608
L-IFG→L-aSTG,DMN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.014714904256023915
L-IFG→R-aSTG,DMN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.03250513681345598
L-IFG→L-PREC,DMN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.008951435925492912
L-IFG→R-PREC,DMN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.038221655674246804
L-IFG→L-ANG,DMN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.02530361622296478
L-IFG→R-ANG,DMN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.2002860834158313
L-IFG→L-SFG,DMN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.025527563765565774
L-IFG→R-SFG,DMN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.1363098368328884
L-IFG→L-pSTG,DMN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.08380489500927583
L-IFG→R-pSTG,DMN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.12080604931303436
L-IFG→L-ITG,DMN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.11373655623413863
L-IFG→R-ITG,DMN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.1307121459094294
L-IFG→L-SUP,DMN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.10242643353838927
L-IFG→R-SUP,DMN→CEN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.18687584024296713
R-IFG→L-ACC,CEN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.14723646490166378
R-IFG→R-ACC,CEN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.19710561684755223
R-IFG→L-INS,CEN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",0.11606985772149035
R-IFG→R-INS,CEN→SN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.0006514084345514673
R-IFG→L-IFG,CEN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.09740259740259741
R-IFG→L-mPFC,CEN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",-0.13562172448910406
R-IFG→R-mPFC,CEN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.15448523588757446
R-IFG→L-aSTG,CEN→DMN,eyes open,gamma,"merged(Kraków,Warszawa)",0.07614608907561624
