node_pair,network_relation,city,eyes,bands,contrast
L-ITG→L-SUP,CEN→CEN,Warszawa,eyes closed,gamma,0.14076588401962745
L-ITG→R-SUP,CEN→CEN,Warszawa,eyes closed,gamma,-0.11556551241685711
R-ITG→L-ACC,CEN→SN,Warszawa,eyes closed,gamma,0.30381450498612833
R-ITG→R-ACC,CEN→SN,Warszawa,eyes closed,gamma,0.12456135469974432
R-ITG→L-INS,CEN→SN,Warszawa,eyes closed,gamma,0.03233542209607652
R-ITG→R-INS,CEN→SN,Warszawa,eyes closed,gamma,-0.14911152616161916
R-ITG→L-IFG,CEN→DMN,Warszawa,eyes closed,gamma,-0.02219204946937616
R-ITG→R-IFG,CEN→CEN,Warszawa,eyes closed,gamma,-0.15462578251560982
R-ITG→L-mPFC,CEN→DMN,Warszawa,eyes closed,gamma,0.023543547789870937
R-ITG→R-mPFC,CEN→DMN,Warszawa,eyes closed,gamma,-0.12948951284429017
R-ITG→L-aSTG,CEN→DMN,Warszawa,eyes closed,gamma,-0.03718249394022218
R-ITG→R-aSTG,CEN→DMN,Warszawa,eyes closed,gamma,0.2454044600054664
R-ITG→L-PREC,CEN→DMN,Warszawa,eyes closed,gamma,0.3216180533527545
R-ITG→R-PREC,CEN→DMN,Warszawa,eyes closed,gamma,-0.10747856732750513
R-ITG→L-ANG,CEN→DMN,Warszawa,eyes closed,gamma,0.15053785137148398
R-ITG→R-ANG,CEN→DMN,Warszawa,eyes closed,gamma,0.15636315085848182
R-ITG→L-SFG,CEN→CEN,Warszawa,eyes closed,gamma,0.16605316857405156
R-ITG→R-SFG,CEN→CEN,Warszawa,eyes closed,gamma,0.09356295285136915
R-ITG→L-pSTG,CEN→CEN,Warszawa,eyes closed,gamma,0.13025800334680948
R-ITG→R-pSTG,CEN→CEN,Warszawa,eyes closed,gamma,0.24070763451423224
R-ITG→L-ITG,CEN→CEN,Warszawa,eyes closed,gamma,-0.03890823476593011
R-ITG→L-SUP,CEN→CEN,Warszawa,eyes closed,gamma,-0.07344797747116931
R-ITG→R-SUP,CEN→CEN,Warszawa,eyes closed,gamma,0.05389237016012752
L-SUP→L-ACC,CEN→SN,Warszawa,eyes closed,gamma,-0.07693245394712565
L-SUP→R-ACC,CEN→SN,Warszawa,eyes closed,gamma,-0.19979735943028235
L-SUP→L-INS,CEN→SN,Warszawa,eyes closed,gamma,0.022654823122019517
L-SUP→R-INS,CEN→SN,Warszawa,eyes closed,gamma,0.010149974286764377
L-SUP→L-IFG,CEN→DMN,Warszawa,eyes closed,gamma,0.07612480715073282
L-SUP→R-IFG,CEN→CEN,Warszawa,eyes closed,gamma,0.0638375681688915
L-SUP→L-mPFC,CEN→DMN,Warszawa,eyes closed,gamma,0.02964925995241521
L-SUP→R-mPFC,CEN→DMN,Warszawa,eyes closed,gamma,0.1251806794486769
L-SUP→L-aSTG,CEN→DMN,Warszawa,eyes closed,gamma,-0.08443137991753312
L-SUP→R-aSTG,CEN→DMN,Warszawa,eyes closed,gamma,-0.0779395316299734
L-SUP→L-PREC,CEN→DMN,Warszawa,eyes closed,gamma,0.15305096537058882
L-SUP→R-PREC,CEN→DMN,Warszawa,eyes closed,gamma,0.010778474032025505
L-SUP→L-ANG,CEN→DMN,Warszawa,eyes closed,gamma,0.055653264557495155
L-SUP→R-ANG,CEN→DMN,Warszawa,eyes closed,gamma,0.06826366886949486
L-SUP→L-SFG,CEN→CEN,Warszawa,eyes closed,gamma,-0.09166420044763908
L-SUP→R-SFG,CEN→CEN,Warszawa,eyes closed,gamma,-0.1240454730624193
L-SUP→L-pSTG,CEN→CEN,Warszawa,eyes closed,gamma,-0.21357361209382922
L-SUP→R-pSTG,CEN→CEN,Warszawa,eyes closed,gamma,0.09208052217221707
L-SUP→L-ITG,CEN→CEN,Warszawa,eyes closed,gamma,-0.07693245394712565
L-SUP→R-ITG,CEN→CEN,Warszawa,eyes closed,gamma,0.07018362291689512
L-SUP→R-SUP,CEN→CEN,Warszawa,eyes closed,gamma,-0.25223653956039144
R-SUP→L-ACC,CEN→SN,Warszawa,eyes closed,gamma,-0.060390559254072544
R-SUP→R-ACC,CEN→SN,Warszawa,eyes closed,gamma,0.1559382547522819
R-SUP→L-INS,CEN→SN,Warszawa,eyes closed,gamma,0.04778091621443561
R-SUP→R-INS,CEN→SN,Warszawa,eyes closed,gamma,0.04417480933032726
R-SUP→L-IFG,CEN→DMN,Warszawa,eyes closed,gamma,-0.07482671784524822
R-SUP→R-IFG,CEN→CEN,Warszawa,eyes closed,gamma,0.12373018782026045
R-SUP→L-mPFC,CEN→DMN,Warszawa,eyes closed,gamma,0.16331262422996992
R-SUP→R-mPFC,CEN→DMN,Warszawa,eyes closed,gamma,-0.04973583613235574
R-SUP→L-aSTG,CEN→DMN,Warszawa,eyes closed,gamma,0.0009678678369916544
R-SUP→R-aSTG,CEN→DMN,Warszawa,eyes closed,gamma,0.09667448424457767
R-SUP→L-PREC,CEN→DMN,Warszawa,eyes closed,gamma,0.08513104880072898
R-SUP→R-PREC,CEN→DMN,Warszawa,eyes closed,gamma,-0.12522381396615176
R-SUP→L-ANG,CEN→DMN,Warszawa,eyes closed,gamma,-0.04733314103697578
R-SUP→R-ANG,CEN→DMN,Warszawa,eyes closed,gamma,0.18746584388349474
R-SUP→L-SFG,CEN→CEN,Warszawa,eyes closed,gamma,-0.042798952548082594
R-SUP→R-SFG,CEN→CEN,Warszawa,eyes closed,gamma,-0.07144982676944618
R-SUP→L-pSTG,CEN→CEN,Warszawa,eyes closed,gamma,0.18841692791982673
R-SUP→R-pSTG,CEN→CEN,Warszawa,eyes closed,gamma,-0.040313550843089685
R-SUP→L-ITG,CEN→CEN,Warszawa,eyes closed,gamma,-0.05712620469979836
R-SUP→R-ITG,CEN→CEN,Warszawa,eyes closed,gamma,0.014329461247506987
R-SUP→L-SUP,CEN→CEN,Warszawa,eyes closed,gamma,-0.11254539373755053
L-ACC→R-ACC,SN→SN,Warszawa,eyes closed,theta,-0.015604694598308981
L-ACC→L-INS,SN→SN,Warszawa,eyes closed,theta,0.0892511453816816
L-ACC→R-INS,SN→SN,Warszawa,eyes closed,theta,0.0638375681688915
L-ACC→L-IFG,SN→DMN,Warszawa,eyes closed,theta,0.1964232866735123
L-ACC→R-IFG,SN→CEN,Warszawa,eyes closed,theta,0.2569351154927198
L-ACC→L-mPFC,SN→DMN,Warszawa,eyes closed,theta,0.0682435854044438
L-ACC→R-mPFC,SN→DMN,Warszawa,eyes closed,theta,0.19854162773425652
L-ACC→L-aSTG,SN→DMN,Warszawa,eyes closed,theta,-0.09019131491077927
L-ACC→R-aSTG,SN→DMN,Warszawa,eyes closed,theta,-0.019111051771592225
L-ACC→L-PREC,SN→DMN,Warszawa,eyes closed,theta,0.034853574033876185
L-ACC→R-PREC,SN→DMN,Warszawa,eyes closed,theta,-0.2087346076986644
L-ACC→L-ANG,SN→DMN,Warszawa,eyes closed,theta,0.1672971553626057
L-ACC→R-ANG,SN→DMN,Warszawa,eyes closed,theta,0.12547286652195427
L-ACC→L-SFG,SN→CEN,Warszawa,eyes closed,theta,0.052752606402821776
L-ACC→R-SFG,SN→CEN,Warszawa,eyes closed,theta,-0.32340426343011947
L-ACC→L-pSTG,SN→CEN,Warszawa,eyes closed,theta,-0.3522733306459025
L-ACC→R-pSTG,SN→CEN,Warszawa,eyes closed,theta,0.13070090262703568
L-ACC→L-ITG,SN→CEN,Warszawa,eyes closed,theta,-0.08184303611396346
L-ACC→R-ITG,SN→CEN,Warszawa,eyes closed,theta,0.011154748182066654
L-ACC→L-SUP,SN→CEN,Warszawa,eyes closed,theta,0.13342166978586845
L-ACC→R-SUP,SN→CEN,Warszawa,eyes closed,theta,0.125593513286973
R-ACC→L-ACC,SN→SN,Warszawa,eyes closed,theta,-0.011458025055954885
R-ACC→L-INS,SN→SN,Warszawa,eyes closed,theta,0.2065128238611301
R-ACC→R-INS,SN→SN,Warszawa,eyes closed,theta,0.07482671784524822
R-ACC→L-IFG,SN→DMN,Warszawa,eyes closed,theta,0.03413183443474743
R-ACC→R-IFG,SN→CEN,Warszawa,eyes closed,theta,0.26141903085600093
R-ACC→L-mPFC,SN→DMN,Warszawa,eyes closed,theta,0.0802061753916842
R-ACC→R-mPFC,SN→DMN,Warszawa,eyes closed,theta,-0.20479100660848457
R-ACC→L-aSTG,SN→DMN,Warszawa,eyes closed,theta,0.03814128974096156
R-ACC→R-aSTG,SN→DMN,Warszawa,eyes closed,theta,0.09493792189219762
R-ACC→L-PREC,SN→DMN,Warszawa,eyes closed,theta,0.053103297564290594
R-ACC→R-PREC,SN→DMN,Warszawa,eyes closed,theta,-0.3294324415198563
R-ACC→L-ANG,SN→DMN,Warszawa,eyes closed,theta,0.13066215799387337
R-ACC→R-ANG,SN→DMN,Warszawa,eyes closed,theta,-0.04804584065340578
R-ACC→L-SFG,SN→CEN,Warszawa,eyes closed,theta,-0.07808323727446659
R-ACC→R-SFG,SN→CEN,Warszawa,eyes closed,theta,-0.18498501834898592
R-ACC→L-pSTG,SN→CEN,Warszawa,eyes closed,theta,-0.16394177342856475
R-ACC→R-pSTG,SN→CEN,Warszawa,eyes closed,theta,0.05717718748968656
R-ACC→L-ITG,SN→CEN,Warszawa,eyes closed,theta,0.0018591246970111092
R-ACC→R-ITG,SN→CEN,Warszawa,eyes closed,theta,-0.06898096477595347
R-ACC→L-SUP,SN→CEN,Warszawa,eyes closed,theta,-0.2788285922710095
R-ACC→R-SUP,SN→CEN,Warszawa,eyes closed,theta,-0.08347989683624273
L-INS→L-ACC,SN→SN,Warszawa,eyes closed,theta,-0.02439750182371333
L-INS→R-ACC,SN→SN,Warszawa,eyes closed,theta,0.21665656136875563
L-INS→R-INS,SN→SN,Warszawa,eyes closed,theta,0.05038368194328859
L-INS→L-IFG,SN→DMN,Warszawa,eyes closed,theta,-0.12364141847223861
L-INS→R-IFG,SN→CEN,Warszawa,eyes closed,theta,0.17407542646324511
L-INS→L-mPFC,SN→DMN,Warszawa,eyes closed,theta,0.1725251914676871
L-INS→R-mPFC,SN→DMN,Warszawa,eyes closed,theta,0.06827566829694505
L-INS→L-aSTG,SN→DMN,Warszawa,eyes closed,theta,-0.08622779225620404
L-INS→R-aSTG,SN→DMN,Warszawa,eyes closed,theta,0.22654823122019518
L-INS→L-PREC,SN→DMN,Warszawa,eyes closed,theta,0.0
L-INS→R-PREC,SN→DMN,Warszawa,eyes closed,theta,-0.13868105474769307
L-INS→L-ANG,SN→DMN,Warszawa,eyes closed,theta,-0.017426787016938092
L-INS→R-ANG,SN→DMN,Warszawa,eyes closed,theta,0.14076588401962745
L-INS→L-SFG,SN→CEN,Warszawa,eyes closed,theta,-0.006528709108548383
L-INS→R-SFG,SN→CEN,Warszawa,eyes closed,theta,0.025225229774861718
L-INS→L-pSTG,SN→CEN,Warszawa,eyes closed,theta,-0.1389809060269463
L-INS→R-pSTG,SN→CEN,Warszawa,eyes closed,theta,-0.03822210354318445
L-INS→L-ITG,SN→CEN,Warszawa,eyes closed,theta,-0.16068500904299549
L-INS→R-ITG,SN→CEN,Warszawa,eyes closed,theta,0.028887849103540822
L-INS→L-SUP,SN→CEN,Warszawa,eyes closed,theta,-0.04647811742527772
L-INS→R-SUP,SN→CEN,Warszawa,eyes closed,theta,-0.15115104582986577
R-INS→L-ACC,SN→SN,Warszawa,eyes closed,theta,0.1431526016698554
R-INS→R-ACC,SN→SN,Warszawa,eyes closed,theta,0.09285725226578996
R-INS→L-INS,SN→SN,Warszawa,eyes closed,theta,0.1425133889108014
R-INS→L-IFG,SN→DMN,Warszawa,eyes closed,theta,0.1041109830326221
R-INS→R-IFG,SN→CEN,Warszawa,eyes closed,theta,0.08338854361616777
R-INS→L-mPFC,SN→DMN,Warszawa,eyes closed,theta,0.07006008120816579
R-INS→R-mPFC,SN→DMN,Warszawa,eyes closed,theta,0.13206444008111456
R-INS→L-aSTG,SN→DMN,Warszawa,eyes closed,theta,0.05970155481398437
R-INS→R-aSTG,SN→DMN,Warszawa,eyes closed,theta,-0.10403129732205987
R-INS→L-PREC,SN→DMN,Warszawa,eyes closed,theta,0.03294324415198562
R-INS→R-PREC,SN→DMN,Warszawa,eyes closed,theta,0.13943435227583317
R-INS→L-ANG,SN→DMN,Warszawa,eyes closed,theta,0.04670672080544385
R-INS→R-ANG,SN→DMN,Warszawa,eyes closed,theta,-0.010957823306917107
R-INS→L-SFG,SN→CEN,Warszawa,eyes closed,theta,0.17219160371617362
R-INS→R-SFG,SN→CEN,Warszawa,eyes closed,theta,-0.06726727939963124
R-INS→L-pSTG,SN→CEN,Warszawa,eyes closed,theta,-0.003592824677341835
R-INS→R-pSTG,SN→CEN,Warszawa,eyes closed,theta,0.0970958775005892
R-INS→L-ITG,SN→CEN,Warszawa,eyes closed,theta,0.020450371667122203
R-INS→R-ITG,SN→CEN,Warszawa,eyes closed,theta,0.06597483286396845
R-INS→L-SUP,SN→CEN,Warszawa,eyes closed,theta,0.0834480390295995
R-INS→R-SUP,SN→CEN,Warszawa,eyes closed,theta,0.0834823447475939
L-IFG→L-ACC,DMN→SN,Warszawa,eyes closed,theta,0.21954765318691027
L-IFG→R-ACC,DMN→SN,Warszawa,eyes closed,theta,0.043346373884191616
L-IFG→L-INS,DMN→SN,Warszawa,eyes closed,theta,0.13613053487509014
L-IFG→R-INS,DMN→SN,Warszawa,eyes closed,theta,0.2300335886235828
L-IFG→R-IFG,DMN→CEN,Warszawa,eyes closed,theta,0.059281607176140276
L-IFG→L-mPFC,DMN→DMN,Warszawa,eyes closed,theta,-0.036596252735569997
L-IFG→R-mPFC,DMN→DMN,Warszawa,eyes closed,theta,0.24115988584100614
L-IFG→L-aSTG,DMN→DMN,Warszawa,eyes closed,theta,0.089658106199752
L-IFG→R-aSTG,DMN→DMN,Warszawa,eyes closed,theta,-0.3273708279400825
L-IFG→L-PREC,DMN→DMN,Warszawa,eyes closed,theta,0.017373683428720203
L-IFG→R-PREC,DMN→DMN,Warszawa,eyes closed,theta,-0.18378862526897244
L-IFG→L-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.11154748182066655
L-IFG→R-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.1964373739040776
L-IFG→L-SFG,DMN→CEN,Warszawa,eyes closed,theta,0.10059909096557137
L-IFG→R-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.03754764735736384
L-IFG→L-pSTG,DMN→CEN,Warszawa,eyes closed,theta,-0.1227022300027332
L-IFG→R-pSTG,DMN→CEN,Warszawa,eyes closed,theta,0.02258578845733626
L-IFG→L-ITG,DMN→CEN,Warszawa,eyes closed,theta,-0.2069428943278604
L-IFG→R-ITG,DMN→CEN,Warszawa,eyes closed,theta,0.217618003961228
L-IFG→L-SUP,DMN→CEN,Warszawa,eyes closed,theta,0.1251830162034273
L-IFG→R-SUP,DMN→CEN,Warszawa,eyes closed,theta,-0.029563270618265775
R-IFG→L-ACC,CEN→SN,Warszawa,eyes closed,theta,0.1693169135409767
R-IFG→R-ACC,CEN→SN,Warszawa,eyes closed,theta,0.22329943430881627
R-IFG→L-INS,CEN→SN,Warszawa,eyes closed,theta,-0.03427572281987901
R-IFG→R-INS,CEN→SN,Warszawa,eyes closed,theta,0.14730581177101523
R-IFG→L-IFG,CEN→DMN,Warszawa,eyes closed,theta,0.06597483286396845
R-IFG→L-mPFC,CEN→DMN,Warszawa,eyes closed,theta,0.005577374091033327
R-IFG→R-mPFC,CEN→DMN,Warszawa,eyes closed,theta,0.22922845353800353
R-IFG→L-aSTG,CEN→DMN,Warszawa,eyes closed,theta,0.3152360140197101
R-IFG→R-aSTG,CEN→DMN,Warszawa,eyes closed,theta,0.16206911925752424
R-IFG→L-PREC,CEN→DMN,Warszawa,eyes closed,theta,0.32987416431984223
R-IFG→R-PREC,CEN→DMN,Warszawa,eyes closed,theta,0.0017964123386709175
R-IFG→L-ANG,CEN→DMN,Warszawa,eyes closed,theta,0.008632244684098109
R-IFG→R-ANG,CEN→DMN,Warszawa,eyes closed,theta,0.3344664135010493
R-IFG→L-SFG,CEN→CEN,Warszawa,eyes closed,theta,-0.01702127702263787
R-IFG→R-SFG,CEN→CEN,Warszawa,eyes closed,theta,-0.20040805069478806
R-IFG→L-pSTG,CEN→CEN,Warszawa,eyes closed,theta,-0.09821317359237537
R-IFG→R-pSTG,CEN→CEN,Warszawa,eyes closed,theta,0.19041970789911725
R-IFG→L-ITG,CEN→CEN,Warszawa,eyes closed,theta,-0.23177626732527662
R-IFG→R-ITG,CEN→CEN,Warszawa,eyes closed,theta,0.020912144420325712
R-IFG→L-SUP,CEN→CEN,Warszawa,eyes closed,theta,0.052280361050814274
R-IFG→R-SUP,CEN→CEN,Warszawa,eyes closed,theta,-0.09882973245595689
L-mPFC→L-ACC,DMN→SN,Warszawa,eyes closed,theta,-0.041595985247383734
L-mPFC→R-ACC,DMN→SN,Warszawa,eyes closed,theta,0.3641193644065727
L-mPFC→L-INS,DMN→SN,Warszawa,eyes closed,theta,-0.03822210354318445
L-mPFC→R-INS,DMN→SN,Warszawa,eyes closed,theta,0.09667448424457767
L-mPFC→L-IFG,DMN→DMN,Warszawa,eyes closed,theta,-0.2946395207771262
L-mPFC→R-IFG,DMN→CEN,Warszawa,eyes closed,theta,-0.20988446180172
L-mPFC→R-mPFC,DMN→DMN,Warszawa,eyes closed,theta,0.13938598906406777
L-mPFC→L-aSTG,DMN→DMN,Warszawa,eyes closed,theta,-0.019111051771592225
L-mPFC→R-aSTG,DMN→DMN,Warszawa,eyes closed,theta,-0.08737886075952213
L-mPFC→L-PREC,DMN→DMN,Warszawa,eyes closed,theta,0.23852439573896284
L-mPFC→R-PREC,DMN→DMN,Warszawa,eyes closed,theta,-0.15462578251560982
L-mPFC→L-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.08487321841112899
L-mPFC→R-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.12697495784434332
L-mPFC→L-SFG,DMN→CEN,Warszawa,eyes closed,theta,0.14938230334628624
L-mPFC→R-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.013941429613550474
L-mPFC→L-pSTG,DMN→CEN,Warszawa,eyes closed,theta,0.11449389357044006
L-mPFC→R-pSTG,DMN→CEN,Warszawa,eyes closed,theta,-0.08513104880072898
L-mPFC→L-ITG,DMN→CEN,Warszawa,eyes closed,theta,-0.05679618342470648
L-mPFC→R-ITG,DMN→CEN,Warszawa,eyes closed,theta,-0.07164730623753493
L-mPFC→L-SUP,DMN→CEN,Warszawa,eyes closed,theta,-0.1131739773362678
L-mPFC→R-SUP,DMN→CEN,Warszawa,eyes closed,theta,-0.044910308466772936
R-mPFC→L-ACC,DMN→SN,Warszawa,eyes closed,theta,-0.08903835923342739
R-mPFC→R-ACC,DMN→SN,Warszawa,eyes closed,theta,-0.11379278049490842
R-mPFC→L-INS,DMN→SN,Warszawa,eyes closed,theta,-0.1362162407842533
R-mPFC→R-INS,DMN→SN,Warszawa,eyes closed,theta,-0.22674265150466938
R-mPFC→L-IFG,DMN→DMN,Warszawa,eyes closed,theta,-0.21410974781107633
R-mPFC→R-IFG,DMN→CEN,Warszawa,eyes closed,theta,-0.1638352914589828
R-mPFC→L-mPFC,DMN→DMN,Warszawa,eyes closed,theta,-0.09208052217221707
R-mPFC→L-aSTG,DMN→DMN,Warszawa,eyes closed,theta,-0.09187713388107421
R-mPFC→R-aSTG,DMN→DMN,Warszawa,eyes closed,theta,-0.15269504878702797
R-mPFC→L-PREC,DMN→DMN,Warszawa,eyes closed,theta,-0.04389697758469766
R-mPFC→R-PREC,DMN→DMN,Warszawa,eyes closed,theta,-0.21195893783038647
R-mPFC→L-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.027816013009866504
R-mPFC→R-ANG,DMN→DMN,Warszawa,eyes closed,theta,-0.19382824502082371
R-mPFC→L-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.14582334093051227
R-mPFC→R-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.12112769344866593
R-mPFC→L-pSTG,DMN→CEN,Warszawa,eyes closed,theta,-0.12373018782026045
R-mPFC→R-pSTG,DMN→CEN,Warszawa,eyes closed,theta,-0.013480996248319051
R-mPFC→L-ITG,DMN→CEN,Warszawa,eyes closed,theta,0.026060525143080306
R-mPFC→R-ITG,DMN→CEN,Warszawa,eyes closed,theta,-0.3261418594765673
R-mPFC→L-SUP,DMN→CEN,Warszawa,eyes closed,theta,-0.1885951579746864
R-mPFC→R-SUP,DMN→CEN,Warszawa,eyes closed,theta,-0.1533557257490552
L-aSTG→L-ACC,DMN→SN,Warszawa,eyes closed,theta,0.02218896875963089
L-aSTG→R-ACC,DMN→SN,Warszawa,eyes closed,theta,0.07903905329456672
L-aSTG→L-INS,DMN→SN,Warszawa,eyes closed,theta,0.20215072939648185
L-aSTG→R-INS,DMN→SN,Warszawa,eyes closed,theta,0.03300999851456839
L-aSTG→L-IFG,DMN→DMN,Warszawa,eyes closed,theta,0.01702127702263787
L-aSTG→R-IFG,DMN→CEN,Warszawa,eyes closed,theta,0.0435767464496401
L-aSTG→L-mPFC,DMN→DMN,Warszawa,eyes closed,theta,0.09585666533801325
L-aSTG→R-mPFC,DMN→DMN,Warszawa,eyes closed,theta,0.1654620980339887
L-aSTG→R-aSTG,DMN→DMN,Warszawa,eyes closed,theta,-0.05060764270227839
L-aSTG→L-PREC,DMN→DMN,Warszawa,eyes closed,theta,-0.0706306433696128
L-aSTG→R-PREC,DMN→DMN,Warszawa,eyes closed,theta,0.11210696152461348
L-aSTG→L-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.09430311722843128
L-aSTG→R-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.13402260813844769
L-aSTG→L-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.17547420263007404
L-aSTG→R-SFG,DMN→CEN,Warszawa,eyes closed,theta,0.04973165962370072
L-aSTG→L-pSTG,DMN→CEN,Warszawa,eyes closed,theta,0.08728158513921422
L-aSTG→R-pSTG,DMN→CEN,Warszawa,eyes closed,theta,0.1775363957550093
L-aSTG→L-ITG,DMN→CEN,Warszawa,eyes closed,theta,0.112903388528613
L-aSTG→R-ITG,DMN→CEN,Warszawa,eyes closed,theta,0.09896577596691465
L-aSTG→L-SUP,DMN→CEN,Warszawa,eyes closed,theta,-0.041059030871659824
L-aSTG→R-SUP,DMN→CEN,Warszawa,eyes closed,theta,0.007651667097285499
R-aSTG→L-ACC,DMN→SN,Warszawa,eyes closed,theta,0.0766778628745276
R-aSTG→R-ACC,DMN→SN,Warszawa,eyes closed,theta,-0.043723731609760313
R-aSTG→L-INS,DMN→SN,Warszawa,eyes closed,theta,0.17091271255152155
R-aSTG→R-INS,DMN→SN,Warszawa,eyes closed,theta,-0.024444375069276623
R-aSTG→L-IFG,DMN→DMN,Warszawa,eyes closed,theta,-0.0892511453816816
R-aSTG→R-IFG,DMN→CEN,Warszawa,eyes closed,theta,-0.06827566829694505
R-aSTG→L-mPFC,DMN→DMN,Warszawa,eyes closed,theta,0.07274148238847802
R-aSTG→R-mPFC,DMN→DMN,Warszawa,eyes closed,theta,0.14482988303320163
R-aSTG→L-aSTG,DMN→DMN,Warszawa,eyes closed,theta,0.07122061096113987
R-aSTG→L-PREC,DMN→DMN,Warszawa,eyes closed,theta,-0.021218304602782248
R-aSTG→R-PREC,DMN→DMN,Warszawa,eyes closed,theta,-0.2094763484147667
R-aSTG→L-ANG,DMN→DMN,Warszawa,eyes closed,theta,-0.05733315531477667
R-aSTG→R-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.1181000004545484
R-aSTG→L-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.31804188555470947
R-aSTG→R-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.08364857768130285
R-aSTG→L-pSTG,DMN→CEN,Warszawa,eyes closed,theta,-0.09555525885796111
R-aSTG→R-pSTG,DMN→CEN,Warszawa,eyes closed,theta,0.24460639460742548
R-aSTG→L-ITG,DMN→CEN,Warszawa,eyes closed,theta,-0.14812768964397377
R-aSTG→R-ITG,DMN→CEN,Warszawa,eyes closed,theta,-0.10747856732750513
R-aSTG→L-SUP,DMN→CEN,Warszawa,eyes closed,theta,-0.07856931466940492
R-aSTG→R-SUP,DMN→CEN,Warszawa,eyes closed,theta,-0.03699700366979719
L-PREC→L-ACC,DMN→SN,Warszawa,eyes closed,theta,-0.1158845866767338
L-PREC→R-ACC,DMN→SN,Warszawa,eyes closed,theta,-0.11221918089327543
L-PREC→L-INS,DMN→SN,Warszawa,eyes closed,theta,-0.16307092973828366
L-PREC→R-INS,DMN→SN,Warszawa,eyes closed,theta,-0.04166912828996168
L-PREC→L-IFG,DMN→DMN,Warszawa,eyes closed,theta,-0.026132431598774673
L-PREC→R-IFG,DMN→CEN,Warszawa,eyes closed,theta,-0.03621121744159593
L-PREC→L-mPFC,DMN→DMN,Warszawa,eyes closed,theta,0.039324670227558055
L-PREC→R-mPFC,DMN→DMN,Warszawa,eyes closed,theta,-0.02874259741873468
L-PREC→L-aSTG,DMN→DMN,Warszawa,eyes closed,theta,-0.1431526016698554
L-PREC→R-aSTG,DMN→DMN,Warszawa,eyes closed,theta,-0.10281804339993474
L-PREC→R-PREC,DMN→DMN,Warszawa,eyes closed,theta,-0.20848420114464244
L-PREC→L-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.14348651290165107
L-PREC→R-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.08347989683624273
L-PREC→L-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.019386918158391806
L-PREC→R-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.378653737207558
L-PREC→L-pSTG,DMN→CEN,Warszawa,eyes closed,theta,-0.25791644785068374
L-PREC→R-pSTG,DMN→CEN,Warszawa,eyes closed,theta,0.08894777985724563
L-PREC→L-ITG,DMN→CEN,Warszawa,eyes closed,theta,-0.19457326843772482
L-PREC→R-ITG,DMN→CEN,Warszawa,eyes closed,theta,-0.05230983089210095
L-PREC→L-SUP,DMN→CEN,Warszawa,eyes closed,theta,-0.18378862526897244
L-PREC→R-SUP,DMN→CEN,Warszawa,eyes closed,theta,0.06383921279888163
R-PREC→L-ACC,DMN→SN,Warszawa,eyes closed,theta,0.04570096375983868
R-PREC→R-ACC,DMN→SN,Warszawa,eyes closed,theta,-0.26234261977367507
R-PREC→L-INS,DMN→SN,Warszawa,eyes closed,theta,-0.02874259741873468
R-PREC→R-INS,DMN→SN,Warszawa,eyes closed,theta,0.0017373683428720203
R-PREC→L-IFG,DMN→DMN,Warszawa,eyes closed,theta,-0.10908473324427753
R-PREC→R-IFG,DMN→CEN,Warszawa,eyes closed,theta,-0.12335315234391345
R-PREC→L-mPFC,DMN→DMN,Warszawa,eyes closed,theta,-0.027797893485952324
R-PREC→R-mPFC,DMN→DMN,Warszawa,eyes closed,theta,0.049583969656489785
R-PREC→L-aSTG,DMN→DMN,Warszawa,eyes closed,theta,-0.020735114583623
R-PREC→R-aSTG,DMN→DMN,Warszawa,eyes closed,theta,-0.0018591246970111092
R-PREC→L-PREC,DMN→DMN,Warszawa,eyes closed,theta,-0.03136821663048857
R-PREC→L-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.09938374374713561
R-PREC→R-ANG,DMN→DMN,Warszawa,eyes closed,theta,0.12198750911856665
R-PREC→L-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.1739946571582278
R-PREC→R-SFG,DMN→CEN,Warszawa,eyes closed,theta,-0.08344503194628172
R-PREC→L-pSTG,DMN→CEN,Warszawa,eyes closed,theta,-0.1442015724583777
R-PREC→R-pSTG,DMN→CEN,Warszawa,eyes closed,theta,0.04690894525754455
