node_pair,network_relation,city,eyes,bands,contrast
R-INS→L-aSTG,SN→DMN,Kraków,eyes closed,delta,-0.10656030094717442
R-INS→R-aSTG,SN→DMN,Kraków,eyes closed,delta,0.31472080911793393
R-INS→L-PREC,SN→DMN,Kraków,eyes closed,delta,0.30972524071923657
R-INS→R-PREC,SN→DMN,Kraków,eyes closed,delta,-0.15865644807690413
R-INS→L-ANG,SN→DMN,Kraków,eyes closed,delta,-0.05020964452534338
R-INS→R-ANG,SN→DMN,Kraków,eyes closed,delta,0.1329078825670854
R-INS→L-SFG,SN→CEN,Kraków,eyes closed,delta,-0.0414208434789757
R-INS→R-SFG,SN→CEN,Kraków,eyes closed,delta,0.08368274087557231
R-INS→L-pSTG,SN→CEN,Kraków,eyes closed,delta,0.11354701177765956
R-INS→R-pSTG,SN→CEN,Kraków,eyes closed,delta,-0.3779338673593119
R-INS→L-ITG,SN→CEN,Kraków,eyes closed,delta,0.12147874307977884
R-INS→R-ITG,SN→CEN,Kraków,eyes closed,delta,0.1844677209729975
R-INS→L-SUP,SN→CEN,Kraków,eyes closed,delta,-0.18983159915049982
R-INS→R-SUP,SN→CEN,Kraków,eyes closed,delta,-0.004995568398697364
L-IFG→L-ACC,DMN→SN,Kraków,eyes closed,delta,-0.30895349716246906
L-IFG→R-ACC,DMN→SN,Kraków,eyes closed,delta,-0.04489067907488867
L-IFG→L-INS,DMN→SN,Kraków,eyes closed,delta,0.12804983847550624
L-IFG→R-INS,DMN→SN,Kraków,eyes closed,delta,-0.1633924614523341
L-IFG→R-IFG,DMN→CEN,Kraków,eyes closed,delta,0.06993795758176309
L-IFG→L-mPFC,DMN→DMN,Kraków,eyes closed,delta,-0.12128129945726378
L-IFG→R-mPFC,DMN→DMN,Kraków,eyes closed,delta,-0.20696378450628988
L-IFG→L-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.04733810683311509
L-IFG→R-aSTG,DMN→DMN,Kraków,eyes closed,delta,-0.00557884939170482
L-IFG→L-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.2012805684557739
L-IFG→R-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.08714072996890153
L-IFG→L-ANG,DMN→DMN,Kraków,eyes closed,delta,0.08981688689067165
L-IFG→R-ANG,DMN→DMN,Kraków,eyes closed,delta,-0.0278942469585241
L-IFG→L-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.058489765186560176
L-IFG→R-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.1952597287096687
L-IFG→L-pSTG,DMN→CEN,Kraków,eyes closed,delta,0.16635957539517562
L-IFG→R-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.22290157067958494
L-IFG→L-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.2138908826509401
L-IFG→R-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.13686382764292823
L-IFG→L-SUP,DMN→CEN,Kraków,eyes closed,delta,0.06298897789321865
L-IFG→R-SUP,DMN→CEN,Kraków,eyes closed,delta,-0.14397480661307122
R-IFG→L-ACC,CEN→SN,Kraków,eyes closed,delta,0.16834998458497485
R-IFG→R-ACC,CEN→SN,Kraków,eyes closed,delta,0.12804983847550624
R-IFG→L-INS,CEN→SN,Kraków,eyes closed,delta,0.24295748615955767
R-IFG→R-INS,CEN→SN,Kraków,eyes closed,delta,-0.09491579957524991
R-IFG→L-IFG,CEN→DMN,Kraków,eyes closed,delta,0.06393618056830465
R-IFG→L-mPFC,CEN→DMN,Kraków,eyes closed,delta,-0.00557884939170482
R-IFG→R-mPFC,CEN→DMN,Kraków,eyes closed,delta,-0.18818776300902634
R-IFG→L-aSTG,CEN→DMN,Kraków,eyes closed,delta,0.15985818875831564
R-IFG→R-aSTG,CEN→DMN,Kraków,eyes closed,delta,0.042184799811222175
R-IFG→L-PREC,CEN→DMN,Kraków,eyes closed,delta,-0.009991136797394728
R-IFG→R-PREC,CEN→DMN,Kraków,eyes closed,delta,-0.2908356337412225
R-IFG→L-ANG,CEN→DMN,Kraków,eyes closed,delta,0.09010914559387476
R-IFG→R-ANG,CEN→DMN,Kraków,eyes closed,delta,-0.2024645717996314
R-IFG→L-SFG,CEN→CEN,Kraków,eyes closed,delta,0.464032797923444
R-IFG→R-SFG,CEN→CEN,Kraków,eyes closed,delta,-0.07992909437915782
R-IFG→L-pSTG,CEN→CEN,Kraków,eyes closed,delta,0.09235226082088449
R-IFG→R-pSTG,CEN→CEN,Kraków,eyes closed,delta,-0.26976069352965765
R-IFG→L-ITG,CEN→CEN,Kraków,eyes closed,delta,-0.018484397266130628
R-IFG→R-ITG,CEN→CEN,Kraków,eyes closed,delta,-0.38817234258874317
R-IFG→L-SUP,CEN→CEN,Kraków,eyes closed,delta,-0.023765653627882233
R-IFG→R-SUP,CEN→CEN,Kraków,eyes closed,delta,0.1612479447469338
L-mPFC→L-ACC,DMN→SN,Kraków,eyes closed,delta,0.09959431881428263
L-mPFC→R-ACC,DMN→SN,Kraków,eyes closed,delta,-0.12655439943366653
L-mPFC→L-INS,DMN→SN,Kraków,eyes closed,delta,0.03996454718957891
L-mPFC→R-INS,DMN→SN,Kraków,eyes closed,delta,0.06327719971683327
L-mPFC→L-IFG,DMN→DMN,Kraków,eyes closed,delta,0.25135709034080855
L-mPFC→R-IFG,DMN→CEN,Kraków,eyes closed,delta,0.3670473171417367
L-mPFC→R-mPFC,DMN→DMN,Kraków,eyes closed,delta,0.06393618056830465
L-mPFC→L-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.11489807317003937
L-mPFC→R-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.1124803176664619
L-mPFC→L-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.25477398833356557
L-mPFC→R-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.11989364156873673
L-mPFC→L-ANG,DMN→DMN,Kraków,eyes closed,delta,0.15030719109350316
L-mPFC→R-ANG,DMN→DMN,Kraków,eyes closed,delta,0.2249606353329238
L-mPFC→L-SFG,DMN→CEN,Kraków,eyes closed,delta,0.0
L-mPFC→R-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.009991136797394728
L-mPFC→L-pSTG,DMN→CEN,Kraków,eyes closed,delta,0.22979614634007875
L-mPFC→R-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.23845827345289922
L-mPFC→L-ITG,DMN→CEN,Kraków,eyes closed,delta,0.26670344626845616
L-mPFC→R-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.13279242508571018
L-mPFC→L-SUP,DMN→CEN,Kraków,eyes closed,delta,0.10656030094717442
L-mPFC→R-SUP,DMN→CEN,Kraków,eyes closed,delta,-0.17760050157862403
R-mPFC→L-ACC,DMN→SN,Kraków,eyes closed,delta,0.08436959962244435
R-mPFC→R-ACC,DMN→SN,Kraków,eyes closed,delta,0.0278942469585241
R-mPFC→L-INS,DMN→SN,Kraków,eyes closed,delta,-0.04496011558827628
R-mPFC→R-INS,DMN→SN,Kraków,eyes closed,delta,0.12147874307977884
R-mPFC→L-IFG,DMN→DMN,Kraków,eyes closed,delta,0.19246475762286783
R-mPFC→R-IFG,DMN→CEN,Kraków,eyes closed,delta,-0.19346614638631446
R-mPFC→L-mPFC,DMN→DMN,Kraków,eyes closed,delta,0.22945984803958225
R-mPFC→L-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.2696362000968014
R-mPFC→R-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.06897740849642645
R-mPFC→L-PREC,DMN→DMN,Kraków,eyes closed,delta,0.15397180609829428
R-mPFC→R-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.17164083175692724
R-mPFC→L-ANG,DMN→DMN,Kraków,eyes closed,delta,0.1953993484215541
R-mPFC→R-ANG,DMN→DMN,Kraków,eyes closed,delta,0.27894246958524105
R-mPFC→L-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.15579706267167243
R-mPFC→R-SFG,DMN→CEN,Kraków,eyes closed,delta,0.04499212706658475
R-mPFC→L-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.023712933051019673
R-mPFC→R-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.053990552479901706
R-mPFC→L-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.26554270426518894
R-mPFC→R-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.04496011558827628
R-mPFC→L-SUP,DMN→CEN,Kraków,eyes closed,delta,0.029973410392184183
R-mPFC→R-SUP,DMN→CEN,Kraków,eyes closed,delta,-0.13497638119975428
L-aSTG→L-ACC,DMN→SN,Kraków,eyes closed,delta,-0.02249606353329238
L-aSTG→R-ACC,DMN→SN,Kraków,eyes closed,delta,-0.12076834107346433
L-aSTG→L-INS,DMN→SN,Kraków,eyes closed,delta,0.02497784199348682
L-aSTG→R-INS,DMN→SN,Kraków,eyes closed,delta,-0.04949133977324323
L-aSTG→L-IFG,DMN→DMN,Kraków,eyes closed,delta,0.4315753815285581
L-aSTG→R-IFG,DMN→CEN,Kraków,eyes closed,delta,-0.04995568398697364
L-aSTG→L-mPFC,DMN→DMN,Kraków,eyes closed,delta,-0.08548504142651103
L-aSTG→R-mPFC,DMN→DMN,Kraków,eyes closed,delta,-0.14487148356222354
L-aSTG→R-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.21480944114398665
L-aSTG→L-PREC,DMN→DMN,Kraków,eyes closed,delta,0.24977841993486818
L-aSTG→R-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.19510469912690256
L-aSTG→L-ANG,DMN→DMN,Kraków,eyes closed,delta,-0.13488034676482882
L-aSTG→R-ANG,DMN→DMN,Kraków,eyes closed,delta,0.18537886901532055
L-aSTG→L-SFG,DMN→CEN,Kraków,eyes closed,delta,0.05994682078436837
L-aSTG→R-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.21075259520663386
L-aSTG→L-pSTG,DMN→CEN,Kraków,eyes closed,delta,0.05917263354139386
L-aSTG→R-pSTG,DMN→CEN,Kraków,eyes closed,delta,0.09448346683982797
L-aSTG→L-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.18707252832948398
L-aSTG→R-ITG,DMN→CEN,Kraków,eyes closed,delta,0.30895349716246906
L-aSTG→L-SUP,DMN→CEN,Kraków,eyes closed,delta,0.05994682078436837
L-aSTG→R-SUP,DMN→CEN,Kraków,eyes closed,delta,0.014986705196092092
R-aSTG→L-ACC,DMN→SN,Kraków,eyes closed,delta,-0.01657604681400491
R-aSTG→R-ACC,DMN→SN,Kraków,eyes closed,delta,0.15384884720762404
R-aSTG→L-INS,DMN→SN,Kraków,eyes closed,delta,0.134672037224666
R-aSTG→R-INS,DMN→SN,Kraków,eyes closed,delta,-0.3699217555959069
R-aSTG→L-IFG,DMN→DMN,Kraków,eyes closed,delta,-0.1399532935864176
R-aSTG→R-IFG,DMN→CEN,Kraków,eyes closed,delta,0.07698590304914714
R-aSTG→L-mPFC,DMN→DMN,Kraków,eyes closed,delta,-0.05020964452534338
R-aSTG→R-mPFC,DMN→DMN,Kraków,eyes closed,delta,-0.042184799811222175
R-aSTG→L-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.034968978790881546
R-aSTG→L-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.04499212706658476
R-aSTG→R-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.0701433558436348
R-aSTG→L-ANG,DMN→DMN,Kraków,eyes closed,delta,-0.08536655898367082
R-aSTG→R-ANG,DMN→DMN,Kraków,eyes closed,delta,0.19346614638631446
R-aSTG→L-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.04463079513363856
R-aSTG→R-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.2845213189769458
R-aSTG→L-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.09235226082088449
R-aSTG→R-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.13488034676482882
R-aSTG→L-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.013203140904379018
R-aSTG→R-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.02497784199348682
R-aSTG→L-SUP,DMN→CEN,Kraków,eyes closed,delta,-0.07270890843530563
R-aSTG→R-SUP,DMN→CEN,Kraków,eyes closed,delta,0.07198740330653561
L-PREC→L-ACC,DMN→SN,Kraków,eyes closed,delta,-0.13686382764292823
L-PREC→R-ACC,DMN→SN,Kraków,eyes closed,delta,0.21341639745917704
L-PREC→L-INS,DMN→SN,Kraków,eyes closed,delta,-0.12988477836613146
L-PREC→R-INS,DMN→SN,Kraków,eyes closed,delta,-0.32844252758606873
L-PREC→L-IFG,DMN→DMN,Kraków,eyes closed,delta,0.0029535085014907874
L-PREC→R-IFG,DMN→CEN,Kraków,eyes closed,delta,0.12804983847550624
L-PREC→L-mPFC,DMN→DMN,Kraków,eyes closed,delta,0.09485173220407869
L-PREC→R-mPFC,DMN→DMN,Kraków,eyes closed,delta,0.1839107683951848
L-PREC→L-aSTG,DMN→DMN,Kraków,eyes closed,delta,-0.08288023407002454
L-PREC→R-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.2940403698326439
L-PREC→R-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.02497784199348682
L-PREC→L-ANG,DMN→DMN,Kraków,eyes closed,delta,0.0
L-PREC→R-ANG,DMN→DMN,Kraków,eyes closed,delta,-0.21917213901269172
L-PREC→L-SFG,DMN→CEN,Kraków,eyes closed,delta,0.14487148356222354
L-PREC→R-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.10182428757174444
L-PREC→L-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.4008191762493417
L-PREC→R-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.3102088760906633
L-PREC→L-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.06993795758176309
L-PREC→R-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.033198106271427545
L-PREC→L-SUP,DMN→CEN,Kraków,eyes closed,delta,-0.3047296723205392
L-PREC→R-SUP,DMN→CEN,Kraków,eyes closed,delta,0.0765782172453983
R-PREC→L-ACC,DMN→SN,Kraków,eyes closed,delta,0.19180854170491396
R-PREC→R-ACC,DMN→SN,Kraków,eyes closed,delta,-0.20332836992743689
R-PREC→L-INS,DMN→SN,Kraków,eyes closed,delta,-0.3546853563075128
R-PREC→R-INS,DMN→SN,Kraków,eyes closed,delta,-0.11603232769803436
R-PREC→L-IFG,DMN→DMN,Kraków,eyes closed,delta,-0.01897034644081574
R-PREC→R-IFG,DMN→CEN,Kraków,eyes closed,delta,0.10692486534603769
R-PREC→L-mPFC,DMN→DMN,Kraków,eyes closed,delta,-0.10182428757174444
R-PREC→R-mPFC,DMN→DMN,Kraków,eyes closed,delta,0.07992909437915782
R-PREC→L-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.0
R-PREC→R-aSTG,DMN→DMN,Kraków,eyes closed,delta,-0.2705529439683057
R-PREC→L-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.06843191382146412
R-PREC→L-ANG,DMN→DMN,Kraków,eyes closed,delta,-0.008553989227683014
R-PREC→R-ANG,DMN→DMN,Kraków,eyes closed,delta,0.21815898406938103
R-PREC→L-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.3646764931049076
R-PREC→R-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.4695834294775522
R-PREC→L-pSTG,DMN→CEN,Kraków,eyes closed,delta,0.19982273594789457
R-PREC→R-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.011840033438574935
R-PREC→L-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.10264787073219617
R-PREC→R-ITG,DMN→CEN,Kraków,eyes closed,delta,0.004276994613841507
R-PREC→L-SUP,DMN→CEN,Kraków,eyes closed,delta,-0.28794961322614243
R-PREC→R-SUP,DMN→CEN,Kraków,eyes closed,delta,0.09409388150451317
L-ANG→L-ACC,DMN→SN,Kraków,eyes closed,delta,0.2248005779413814
L-ANG→R-ACC,DMN→SN,Kraków,eyes closed,delta,-0.05691103932244722
L-ANG→L-INS,DMN→SN,Kraków,eyes closed,delta,0.08492466277785517
L-ANG→R-INS,DMN→SN,Kraków,eyes closed,delta,-0.04463079513363856
L-ANG→L-IFG,DMN→DMN,Kraków,eyes closed,delta,0.17484489395440772
L-ANG→R-IFG,DMN→CEN,Kraków,eyes closed,delta,-0.09409388150451317
L-ANG→L-mPFC,DMN→DMN,Kraków,eyes closed,delta,-0.367041036595823
L-ANG→R-mPFC,DMN→DMN,Kraków,eyes closed,delta,0.07814422069459458
L-ANG→L-aSTG,DMN→DMN,Kraków,eyes closed,delta,-0.21075259520663386
L-ANG→R-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.182336514954054
L-ANG→L-PREC,DMN→DMN,Kraków,eyes closed,delta,0.16680278993981879
L-ANG→R-PREC,DMN→DMN,Kraków,eyes closed,delta,0.08098582871985255
L-ANG→R-ANG,DMN→DMN,Kraków,eyes closed,delta,-0.07958931749587667
L-ANG→L-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.03996454718957891
L-ANG→R-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.2574698561327959
L-ANG→L-pSTG,DMN→CEN,Kraków,eyes closed,delta,0.11603232769803436
L-ANG→R-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.274756261928355
L-ANG→L-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.08998425413316952
L-ANG→R-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.16485375715701298
L-ANG→L-SUP,DMN→CEN,Kraków,eyes closed,delta,-0.17546929555968052
L-ANG→R-SUP,DMN→CEN,Kraków,eyes closed,delta,-0.07648661601319408
R-ANG→L-ACC,DMN→SN,Kraków,eyes closed,delta,0.12330725186530231
R-ANG→R-ACC,DMN→SN,Kraków,eyes closed,delta,-0.06993795758176309
R-ANG→L-INS,DMN→SN,Kraków,eyes closed,delta,0.07992909437915782
R-ANG→R-INS,DMN→SN,Kraków,eyes closed,delta,-0.3291529295923832
R-ANG→L-IFG,DMN→DMN,Kraków,eyes closed,delta,-0.18537886901532055
R-ANG→R-IFG,DMN→CEN,Kraków,eyes closed,delta,0.06993795758176309
R-ANG→L-mPFC,DMN→DMN,Kraków,eyes closed,delta,-0.1687391992448887
R-ANG→R-mPFC,DMN→DMN,Kraków,eyes closed,delta,-0.2248005779413814
R-ANG→L-aSTG,DMN→DMN,Kraków,eyes closed,delta,-0.09010914559387476
R-ANG→R-aSTG,DMN→DMN,Kraków,eyes closed,delta,0.0071040200631449614
R-ANG→L-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.20565089907970813
R-ANG→R-PREC,DMN→DMN,Kraków,eyes closed,delta,-0.18343516397832096
R-ANG→L-ANG,DMN→DMN,Kraków,eyes closed,delta,-0.060734448160143485
R-ANG→L-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.42462331388927593
R-ANG→R-SFG,DMN→CEN,Kraków,eyes closed,delta,-0.3036722408007174
R-ANG→L-pSTG,DMN→CEN,Kraków,eyes closed,delta,0.08998425413316952
R-ANG→R-pSTG,DMN→CEN,Kraków,eyes closed,delta,-0.4158498953586921
R-ANG→L-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.07814422069459458
R-ANG→R-ITG,DMN→CEN,Kraków,eyes closed,delta,-0.27894246958524105
R-ANG→L-SUP,DMN→CEN,Kraków,eyes closed,delta,-0.1664708701463636
R-ANG→R-SUP,DMN→CEN,Kraków,eyes closed,delta,-0.2008385781013735
L-SFG→L-ACC,CEN→SN,Kraków,eyes closed,delta,0.15297323202638816
L-SFG→R-ACC,CEN→SN,Kraków,eyes closed,delta,0.04496011558827628
L-SFG→L-INS,CEN→SN,Kraków,eyes closed,delta,-0.13497638119975428
L-SFG→R-INS,CEN→SN,Kraków,eyes closed,delta,-0.20481830434659193
L-SFG→L-IFG,CEN→DMN,Kraków,eyes closed,delta,-0.08126289766298865
L-SFG→R-IFG,CEN→CEN,Kraków,eyes closed,delta,0.1633924614523341
L-SFG→L-mPFC,CEN→DMN,Kraków,eyes closed,delta,-0.1633924614523341
L-SFG→R-mPFC,CEN→DMN,Kraków,eyes closed,delta,0.21596220991960682
L-SFG→L-aSTG,CEN→DMN,Kraków,eyes closed,delta,-0.05987792459378111
L-SFG→R-aSTG,CEN→DMN,Kraków,eyes closed,delta,0.15392043470147415
L-SFG→L-PREC,CEN→DMN,Kraków,eyes closed,delta,-0.05920016719287467
L-SFG→R-PREC,CEN→DMN,Kraków,eyes closed,delta,0.13987591516352618
L-SFG→L-ANG,CEN→DMN,Kraków,eyes closed,delta,-0.180164018590938
L-SFG→R-ANG,CEN→DMN,Kraków,eyes closed,delta,0.054951252385671
L-SFG→R-SFG,CEN→CEN,Kraków,eyes closed,delta,0.04389426513203744
L-SFG→L-pSTG,CEN→CEN,Kraków,eyes closed,delta,0.3017804310611087
L-SFG→R-pSTG,CEN→CEN,Kraków,eyes closed,delta,-0.24977841993486818
L-SFG→L-ITG,CEN→CEN,Kraków,eyes closed,delta,0.01657604681400491
L-SFG→R-ITG,CEN→CEN,Kraków,eyes closed,delta,-0.11354701177765956
L-SFG→L-SUP,CEN→CEN,Kraków,eyes closed,delta,0.00792188454262741
L-SFG→R-SUP,CEN→CEN,Kraków,eyes closed,delta,-0.04499212706658476
R-SFG→L-ACC,CEN→SN,Kraków,eyes closed,delta,0.03149448894660933
R-SFG→R-ACC,CEN→SN,Kraków,eyes closed,delta,0.06993795758176309
R-SFG→L-INS,CEN→SN,Kraków,eyes closed,delta,0.36967206150360493
R-SFG→R-INS,CEN→SN,Kraków,eyes closed,delta,0.0544641538174447
R-SFG→L-IFG,CEN→DMN,Kraków,eyes closed,delta,0.21917213901269172
R-SFG→R-IFG,CEN→CEN,Kraków,eyes closed,delta,0.232016398961722
R-SFG→L-mPFC,CEN→DMN,Kraków,eyes closed,delta,-0.09235226082088449
R-SFG→R-mPFC,CEN→DMN,Kraków,eyes closed,delta,-0.04499212706658476
R-SFG→L-aSTG,CEN→DMN,Kraków,eyes closed,delta,-0.08536655898367082
R-SFG→R-aSTG,CEN→DMN,Kraków,eyes closed,delta,0.1753567791675018
R-SFG→L-PREC,CEN→DMN,Kraków,eyes closed,delta,0.14541781687061126
R-SFG→R-PREC,CEN→DMN,Kraków,eyes closed,delta,-0.07270890843530563
R-SFG→L-ANG,CEN→DMN,Kraków,eyes closed,delta,0.3596809247062102
R-SFG→R-ANG,CEN→DMN,Kraków,eyes closed,delta,-0.07814422069459458
R-SFG→L-SFG,CEN→CEN,Kraków,eyes closed,delta,-0.1112963143226044
R-SFG→L-pSTG,CEN→CEN,Kraków,eyes closed,delta,0.060734448160143485
R-SFG→R-pSTG,CEN→CEN,Kraków,eyes closed,delta,0.04995568398697364
R-SFG→L-ITG,CEN→CEN,Kraków,eyes closed,delta,0.058489765186560176
R-SFG→R-ITG,CEN→CEN,Kraków,eyes closed,delta,0.2354812660464883
R-SFG→L-SUP,CEN→CEN,Kraków,eyes closed,delta,-0.09491579957524991
R-SFG→R-SUP,CEN→CEN,Kraków,eyes closed,delta,0.12147874307977884
L-pSTG→L-ACC,CEN→SN,Kraków,eyes closed,delta,0.08492466277785517
L-pSTG→R-ACC,CEN→SN,Kraków,eyes closed,delta,0.02497784199348682
L-pSTG→L-INS,CEN→SN,Kraków,eyes closed,delta,-0.04268327949183541
L-pSTG→R-INS,CEN→SN,Kraków,eyes closed,delta,-0.13947123479262052
L-pSTG→L-IFG,CEN→DMN,Kraków,eyes closed,delta,-0.013497638119975426
L-pSTG→R-IFG,CEN→CEN,Kraków,eyes closed,delta,0.09770324269240473
L-pSTG→L-mPFC,CEN→DMN,Kraków,eyes closed,delta,-0.07113879915305901
L-pSTG→R-mPFC,CEN→DMN,Kraków,eyes closed,delta,-0.004995568398697364
L-pSTG→L-aSTG,CEN→DMN,Kraków,eyes closed,delta,-0.39020939825380513
L-pSTG→R-aSTG,CEN→DMN,Kraków,eyes closed,delta,0.1511236112083802
L-pSTG→L-PREC,CEN→DMN,Kraków,eyes closed,delta,-0.3406410353329787
L-pSTG→R-PREC,CEN→DMN,Kraków,eyes closed,delta,0.19804711356568527
L-pSTG→L-ANG,CEN→DMN,Kraków,eyes closed,delta,-0.1293907808629144
L-pSTG→R-ANG,CEN→DMN,Kraków,eyes closed,delta,-0.17484489395440772
L-pSTG→L-SFG,CEN→CEN,Kraków,eyes closed,delta,-0.039609422713137055
L-pSTG→R-SFG,CEN→CEN,Kraków,eyes closed,delta,-0.015819299929208316
L-pSTG→R-pSTG,CEN→CEN,Kraków,eyes closed,delta,-0.2647651251309603
L-pSTG→L-ITG,CEN→CEN,Kraków,eyes closed,delta,-0.27975183032705236
L-pSTG→R-ITG,CEN→CEN,Kraków,eyes closed,delta,-0.33473096350228926
L-pSTG→L-SUP,CEN→CEN,Kraków,eyes closed,delta,0.004742586610203935
L-pSTG→R-SUP,CEN→CEN,Kraków,eyes closed,delta,-0.17484489395440772
R-pSTG→L-ACC,CEN→SN,Kraków,eyes closed,delta,-0.07648661601319408
R-pSTG→R-ACC,CEN→SN,Kraków,eyes closed,delta,0.2560996769510125
R-pSTG→L-INS,CEN→SN,Kraków,eyes closed,delta,0.4693058978998468
R-pSTG→R-INS,CEN→SN,Kraków,eyes closed,delta,-0.09991136797394728
R-pSTG→L-IFG,CEN→DMN,Kraków,eyes closed,delta,0.2770567824626535
R-pSTG→R-IFG,CEN→CEN,Kraków,eyes closed,delta,0.035993701653267804
R-pSTG→L-mPFC,CEN→DMN,Kraków,eyes closed,delta,0.32566558070259016
R-pSTG→R-mPFC,CEN→DMN,Kraków,eyes closed,delta,0.28455519661223605
R-pSTG→L-aSTG,CEN→DMN,Kraków,eyes closed,delta,0.12804983847550624
R-pSTG→R-aSTG,CEN→DMN,Kraków,eyes closed,delta,0.3329417402927272
R-pSTG→L-PREC,CEN→DMN,Kraków,eyes closed,delta,0.3206553409994734
R-pSTG→R-PREC,CEN→DMN,Kraków,eyes closed,delta,-0.04949133977324323
R-pSTG→L-ANG,CEN→DMN,Kraków,eyes closed,delta,-0.09519455435921866
R-pSTG→R-ANG,CEN→DMN,Kraków,eyes closed,delta,0.5354063120923586
R-pSTG→L-SFG,CEN→CEN,Kraków,eyes closed,delta,0.18983159915049982
R-pSTG→R-SFG,CEN→CEN,Kraków,eyes closed,delta,0.051323935366098083
R-pSTG→L-pSTG,CEN→CEN,Kraków,eyes closed,delta,0.21812672530591687
R-pSTG→L-ITG,CEN→CEN,Kraków,eyes closed,delta,0.15486262035961829
R-pSTG→R-ITG,CEN→CEN,Kraków,eyes closed,delta,0.2772659589919594
R-pSTG→L-SUP,CEN→CEN,Kraków,eyes closed,delta,0.134672037224666
R-pSTG→R-SUP,CEN→CEN,Kraków,eyes closed,delta,-0.04499212706658476
L-ITG→L-ACC,CEN→SN,Kraków,eyes closed,delta,0.2608422635612164
L-ITG→R-ACC,CEN→SN,Kraków,eyes closed,delta,0.10182428757174444
L-ITG→L-INS,CEN→SN,Kraków,eyes closed,delta,-0.26976069352965765
L-ITG→R-INS,CEN→SN,Kraków,eyes closed,delta,-0.2249606353329238
L-ITG→L-IFG,CEN→DMN,Kraków,eyes closed,delta,0.12488920996743409
L-ITG→R-IFG,CEN→CEN,Kraków,eyes closed,delta,0.109902504771342
L-ITG→L-mPFC,CEN→DMN,Kraków,eyes closed,delta,0.17097008285302207
L-ITG→R-mPFC,CEN→DMN,Kraków,eyes closed,delta,-0.11989364156873673
L-ITG→L-aSTG,CEN→DMN,Kraków,eyes closed,delta,0.0701433558436348
L-ITG→R-aSTG,CEN→DMN,Kraków,eyes closed,delta,0.009991136797394728
